"context","target_processed","year","team_processed","team","target","source_team","batch_id","chunk_id","id","team_matched","target_matched","category"
"attended","igem asia conference at nctu",2015,"mingdao","Mingdao","iGEM Asia conference at NCTU","Mingdao",761,7,"761-7","Mingdao","NCTU_Formosa","meetup"
"attended","birkbeck",2015,"kent","Kent","Birkbeck","Kent",481,6,"481-6","Kent","Birkbeck","meetup"
"attended","ccic in peking university",2015,"jilin china","Jilin China","CCIC in Peking University","Jilin_China",355,4,"355-4","Jilin_China","Peking","meetup"
"attended Asian Conference with","nctu",2015,"zju china","ZJU-China","NCTU","ZJU-China",541,2,"541-2","ZJU-China","NCTU_Formosa","meetup"
"attended conference at","nctu",2015,"tas taipei","TAS_Taipei","NCTU","TAS_Taipei",334,3,"334-3","TAS_Taipei","NCTU_Formosa","meetup"
"attended conference hosted by","technion",2015,"bgu israel","BGU Israel","Technion","BGU_Israel",456,4,"456-4","BGU_Israel","Technion_Israel","other"
"attended conference hosted by","technion",2015,"bgu israel","BGU Israel","Technion","BGU_Israel",383,0,"383-0","BGU_Israel","Technion_Israel","other"
"attended conference organized by","national chiao tung university team nctu formosa",2015,"njau china","NJAU China","National Chiao Tung University team NCTU_formosa","NJAU_China",810,5,"810-5","NJAU_China","NCTU_Formosa","meetup"
"attended conference with","nctu",2015,"zju china","ZJU-China","NCTU","ZJU-China",445,11,"445-11","ZJU-China","NCTU_Formosa","meetup"
"attended conference with","uppsala igem",2015,"stockholm","Stockholm","Uppsala iGEM","Stockholm",639,6,"639-6","Stockholm","Uppsala","meetup"
"attended conference with","nctu",2015,"tsinghua","Tsinghua","NCTU","Tsinghua",292,2,"292-2","Tsinghua","NCTU_Formosa","meetup"
"attended conference with","nctu",2015,"ustc software","USTC-Software","NCTU","USTC-Software",154,7,"154-7","USTC-Software","NCTU_Formosa","meetup"
"attended conference with","nctu",2015,"zju china","ZJU-China","NCTU","ZJU-China",566,8,"566-8","ZJU-China","NCTU_Formosa","meetup"
"attended Danish meetup at","technical university of denmark (dtu)",2015,"sdu denmark","SDU-Denmark","Technical University of Denmark (DTU)","SDU-Denmark",666,2,"666-2","SDU-Denmark","DTU-Denmark","meetup"
"attended event with","bgu israel",2015,"israel technion","Israel-Technion","BGU_Israel","BGU_Israel",921,5,"921-5","Technion","BGU_Israel","meetup"
"attended event with","israel technion",2015,"bgu israel","BGU_Israel","Israel-Technion","BGU_Israel",28,4,"28-4","BGU_Israel","Technion","meetup"
"attended iGEM Asia Meet up with","nctu formosa",2015,"fudan","Fudan","NCTU_Formosa","Fudan",213,4,"213-4","Fudan","NCTU_Formosa","meetup"
"attended iGEM team meetup at","rockridge",2015,"broadrun northernva","BroadRun-NorthernVA","Rockridge","BroadRun-NorthernVA",291,9,"291-9","BroadRun-NorthernVA","Rock_Ridge","meetup"
"attended meet up organized by","sklbc china",2015,"sysu china","SYSU_CHINA","SKLBC-China","SYSU_CHINA",600,8,"600-8","SYSU_CHINA","SKLBC-China","meetup"
"attended meet up organized by","sklbc china",2015,"sysu china","SYSU_CHINA","SKLBC-China","SYSU_CHINA",952,0,"952-0","SYSU_CHINA","SKLBC-China","meetup"
"attended meet-up with","bordeaux",2015,"toulouse","Toulouse","Bordeaux","Toulouse",172,7,"172-7","Toulouse","Bordeaux","meetup"
"attended meet-up with","leuven",2015,"toulouse","Toulouse","Leuven","Toulouse",172,7,"172-7","Toulouse","KU_Leuven","meetup"
"attended meet-up with","paris saclay",2015,"toulouse","Toulouse","Paris Saclay","Toulouse",172,7,"172-7","Toulouse","Paris_Saclay","meetup"
"attended meet-up with","paris pasteur",2015,"toulouse","Toulouse","Paris Pasteur","Toulouse",172,7,"172-7","Toulouse","Pasteur_Paris","meetup"
"attended meet-up with","aix marseille",2015,"toulouse","Toulouse","Aix-Marseille","Toulouse",172,7,"172-7","Toulouse","Aix-Marseille","meetup"
"attended meet-ups hosted by","birkbeck",2015,"kent","Kent","Birkbeck","Kent",96,6,"96-6","Kent","Birkbeck","meetup"
"attended meet-ups hosted by","westminster",2015,"kent","Kent","Westminster","Kent",96,6,"96-6","Kent","Westminster","meetup"
"attended meetup","peking 2015 team",2015,"sysu software","SYSU-Software","Peking 2015 team","SYSU-Software",900,3,"900-3","SYSU-Software","Peking","meetup"
"attended meetup","tec monterrey",2015,"tec guadalajara","Tec Guadalajara","Tec-Monterrey","Tec_Guadalajara",592,0,"592-0","Tec_Guadalajara","Tec-Monterrey","meetup"
"attended meetup","marburg",2015,"tuebingen","Tuebingen","Marburg","Tuebingen",236,6,"236-6","Tuebingen","Marburg","meetup"
"attended meetup","bordeaux",2015,"paris saclay","Paris_Saclay","Bordeaux","Paris_Saclay",573,6,"573-6","Paris_Saclay","Bordeaux","meetup"
"attended meetup","marburg",2015,"aachen","Aachen","Marburg","Aachen",527,3,"527-3","Aachen","Marburg","meetup"
"attended meetup","nctu formosa",2015,"sysu software","SYSU-Software","NCTU_Formosa","SYSU-Software",66,0,"66-0","SYSU-Software","NCTU_Formosa","meetup"
"attended meetup","nctu",2015,"zju china","ZJU-China","NCTU","ZJU-China",360,8,"360-8","ZJU-China","NCTU_Formosa","meetup"
"attended meetup at","iiser pune",2015,"iit delhi","IIT Delhi","IISER Pune","IIT_Delhi",740,6,"740-6","IIT_Delhi","IISER_Pune","meetup"
"attended meetup hosted by","university of westminster",2015,"nrp uea norwich","NRP-UEA-Norwich","University of Westminster","NRP-UEA-Norwich",847,1,"847-1","NRP-UEA-Norwich","Westminster","meetup"
"attended meetup hosted by","igem westminster",2015,"exeter","Exeter","iGEM Westminster","Exeter",451,14,"451-14","Exeter","Westminster","meetup"
"attended meetup hosted by","university of maryland college park",2015,"virginia","Virginia","University of Maryland College Park","Virginia",723,0,"723-0","Virginia","UMaryland","meetup"
"attended meetup hosted by","westminster igem",2015,"exeter","Exeter","Westminster iGEM","Exeter",1036,6,"1036-6","Exeter","Westminster","meetup"
"attended meetup in","bordeaux",2015,"paris saclay","Paris-Saclay","Bordeaux","Paris_Saclay",1003,2,"1003-2","Paris_Saclay","Bordeaux",NA
"attended meetup organized by","birkbeck",2015,"kent","Kent","Birkbeck","Kent",17,12,"17-12","Kent","Birkbeck","meetup"
"attended meetup organized by","westminster",2015,"kent","Kent","Westminster","Kent",17,12,"17-12","Kent","Westminster","meetup"
"attended meetup with","teccem hs",2015,"una honduras","UNA Honduras","TecCEM_HS","UNA_Honduras",541,7,"541-7","UNA_Honduras","TecCEM_HS","meetup"
"attended meetup with","nctu",2015,"zju china","ZJU-China","NCTU","ZJU-China",207,7,"207-7","ZJU-China","NCTU_Formosa","meetup"
"attended meetup with","itb indonesia",2015,"ub indonesia","UB Indonesia","ITB_Indonesia","UB_Indonesia",876,6,"876-6","UB_Indonesia","ITB_INDONESIA","meetup"
"attended meetup with","ui indonesia",2015,"ub indonesia","UB Indonesia","UI_Indonesia","UB_Indonesia",876,6,"876-6","UB_Indonesia","UI_Indonesia","meetup"
"attended meetup with","igem pasteur team",2015,"paris saclay","Paris-Saclay","iGEM Pasteur team","Paris_Saclay",1003,2,"1003-2","Paris_Saclay","Pasteur_Paris","meetup"
"attended meetup with","bu igem",2015,"wellesley thetech","Wellesley_TheTech","BU iGEM","Wellesley_TheTech",483,1,"483-1","Wellesley_TheTech","BostonU","meetup"
"attended meetup with","london birkbeck",2015,"kent","Kent","London Birkbeck","Kent",100,4,"100-4","Kent","Birkbeck","meetup"
"attended meetup with","unam cu",2015,"una honduras","UNA Honduras","UNAM-CU","UNA_Honduras",541,7,"541-7","UNA_Honduras","UNAM-CU","meetup"
"attended meetup with","ucl and birkbeck",2015,"westminster","Westminster","UCL and Birkbeck","Westminster",292,4,"292-4","Westminster","UCL","meetup"
"attended meetup with","teccem",2015,"una honduras","UNA Honduras","TecCEM","UNA_Honduras",541,7,"541-7","UNA_Honduras","TecCEM","meetup"
"attended meetup with","nctu",2015,"ustc software","USTC-Software","NCTU","USTC-Software",794,8,"794-8","USTC-Software","NCTU_Formosa","meetup"
"attended presentation by","dr paul freemont from imperial college london",2015,"westminster","Westminster","Dr Paul Freemont from Imperial College London","Westminster",822,10,"822-10","Westminster","London_Biohackspace","work"
"attended presentation by","dr paul james from university of exeter",2015,"westminster","Westminster","Dr Paul James from University of Exeter","Westminster",822,10,"822-10","Westminster","Exeter","work"
"attended summit with","peking university",2015,"tsinghua","Tsinghua","Peking University","Tsinghua",292,2,"292-2","Tsinghua","Peking","meetup"
"attended symposium with","tu eindhoven",2015,"paris saclay","Paris_Saclay","TU Eindhoven","Paris_Saclay",1038,4,"1038-4","Paris_Saclay","TU_Eindhoven","meetup"
"attended symposium with","amsterdam",2015,"paris saclay","Paris_Saclay","Amsterdam","Paris_Saclay",1038,4,"1038-4","Paris_Saclay","Amsterdam","meetup"
"attended symposium with","ku leuven",2015,"paris saclay","Paris_Saclay","KU_Leuven","Paris_Saclay",1038,4,"1038-4","Paris_Saclay","KU_Leuven","meetup"
"attended talk by","georgia bondy (ucl 2014 igem team member)",2015,"birkbeck","Birkbeck","Georgia Bondy (UCL 2014 iGEM team member)","Birkbeck",193,1,"193-1","Birkbeck","UCL","meetup"
"attended the summit of Central China iGEM Consortium","held by peking university",2015,"nefu china","NEFU China","held by Peking University","NEFU_China",376,7,"376-7","NEFU_China","Peking","meetup"
"attended the summit of Central China iGEM Consortium","held by peking university",2015,"nefu china","NEFU China","held by Peking University","NEFU_China",376,7,"376-7","NEFU-China","Peking","meetup"
"attended training days with","groningen",2015,"tu delft","TU_Delft","Groningen","TU_Delft",671,8,"671-8","TU_Delft","Groningen","work"
"attended UK iGEM meet-up","university of westminster",2015,"birkbeck","Birkbeck","University of Westminster","Birkbeck",890,3,"890-3","Birkbeck","Westminster","meetup"
"attended workshop at","university of calgary",2015,"nait edmonton","NAIT_Edmonton","University of Calgary","NAIT_Edmonton",280,10,"280-10","NAIT_Edmonton","Central_Calgary","meetup"
"attended workshop sessions with","uppsala igem",2015,"stockholm","Stockholm","Uppsala iGEM","Stockholm",639,6,"639-6","Stockholm","Uppsala","meetup"
"attracted attention of","stockholm",2015,"bit","BIT","Stockholm","BIT",694,5,"694-5","BIT","Stockholm","other"
"attributed on their wiki pages","dtu denmark",2015,"sdu","SDU","DTU-Denmark","DTU-Denmark",727,13,"727-13","SDU-Denmark","DTU-Denmark","other"
"attributed on their wiki pages","dtu denmark",2015,"unik copenhagen","UNIK Copenhagen","DTU-Denmark","DTU-Denmark",727,13,"727-13","UNIK_Copenhagen","DTU-Denmark","other"
"attributed on their wikipage","dtu denmark",2015,"københavns universitet","Københavns Universitet","DTU-Denmark","DTU-Denmark",727,13,"727-13","UNIK_Copenhagen","DTU-Denmark","other"
"awarded bronze medal to","heidelberg",2015,"aix marseille","Aix-Marseille","HEIDELBERG","Aix-Marseille",770,3,"770-3","Aix-Marseille","Heidelberg","other"
"awarded bronze medal to","tu delft",2015,"aix marseille","Aix-Marseille","TU DELFT","Aix-Marseille",770,3,"770-3","Aix-Marseille","TU_Delft","other"
"awarded Gold by","aix marseille igem",2015,"birkbeck","Birkbeck","Aix-Marseille iGEM","Birkbeck",455,0,"455-0","Birkbeck","Aix-Marseille","other"
"awarded medal to","ufmg brazil",2015,"aix marseille","Aix-Marseille","UFMG Brazil","UFMG_Brazil",281,2,"281-2","Aix-Marseille","UFMG_Brazil","other"
"became familiarized with Benchling usage","ucla",2015,"ucl","UCL","UCLA","UCL",686,1,"686-1","UCL","UCLA","work"
"benefited from","nctu",2015,"ustc","USTC","NCTU","USTC",747,0,"747-0","USTC","NCTU_Formosa","other"
"BioBricked","hkust rice",2015,"ouc china 2012 igem team","OUC-China 2012 iGEM team","HKUST-Rice","HKUST-Rice",400,9,"400-9","OUC-China","HKUST-Rice","other"
"BioBricked by","ouc china 2012 igem team",2015,"hkust rice","HKUST-Rice","OUC-China 2012 iGEM team","HKUST-Rice",1033,5,"1033-5","HKUST-Rice","OUC-China","material transfer"
"borrowed DH5β competent cells from","ucl academy",2015,"hong kong hku","Hong Kong HKU","UCL Academy","Hong_Kong_HKU",771,13,"771-13","Hong_Kong_HKU","UCL","material transfer"
"borrowed experimental material from","huazhong agricultural university",2015,"lzu china","LZU-China","Huazhong Agricultural University","LZU-China",624,0,"624-0","LZU-China","HZAU-China","material transfer"
"borrowed experimental material from","nanjing university",2015,"lzu china","LZU-China","Nanjing University","LZU-China",624,0,"624-0","LZU-China","Nanjing-China","material transfer"
"borrowed experimental material from","jilin university",2015,"lzu china","LZU-China","Jilin University","LZU-China",624,0,"624-0","LZU-China","Jilin_China","material transfer"
"brainstormed with","stockholm igem team",2015,"aalto helsinki","Aalto-Helsinki","Stockholm iGEM team","Aalto-Helsinki",328,4,"328-4","Aalto-Helsinki","Stockholm","work"
"brainstormed with","stockholm igem team",2015,"aalto helsinki","Aalto-Helsinki","Stockholm iGEM team","Aalto-Helsinki",679,12,"679-12","Aalto-Helsinki","Stockholm","work"
"building on the function of","penn state team",2015,"sydney australia","Sydney_Australia","Penn State team","Sydney_Australia",551,8,"551-8","Sydney_Australia","Penn","work"
"building on the function of","glasgow team",2015,"sydney australia","Sydney_Australia","Glasgow team","Sydney_Australia",551,8,"551-8","Sydney_Australia","Glasgow","work"
"built iShare platform","ouc china",2015,"nankai","Nankai","OUC-China","OUC-China",49,4,"49-4","Nankai","OUC-China","work"
"built mathematical model for","whu china",2015,"hzau china","HZAU-China","WHU-China","HZAU-China",838,1,"838-1","HZAU-China","WHU-China",NA
"built mathematical model for","whu china",2015,"hzau china","HZAU-China","WHU-China","HZAU-China",805,0,"805-0","HZAU-China","WHU-China",NA
"can offer resources to","tsinghua",2015,"igem foundation","iGEM foundation","Tsinghua","Tsinghua",402,8,"402-8","iGEM","Tsinghua","material transfer"
"can offer support to","tsinghua",2015,"igem foundation","iGEM foundation","Tsinghua","Tsinghua",402,8,"402-8","iGEM","Tsinghua","advice"
"carried out assay described by","roth lab at ucla",2015,"genspace","Genspace","Roth Lab at UCLA","Genspace",629,4,"629-4","Genspace","UCLA","work"
"celebrated collaboration with","edinburgh team",2015,"stanford brown","Stanford-Brown","Edinburgh team","Stanford-Brown",472,0,"472-0","Stanford-Brown","Edinburgh","work"
"characterize parts for","tju",2015,"lzu china","LZU-China","TJU","LZU-China",921,6,"921-6","LZU-China","TJU","work"
"characterized","paris bettencourt 2012 team",2015,"uchicago","UChicago","Paris-Bettencourt 2012 team","UChicago",807,2,"807-2","UChicago","Paris_Bettencourt","work"
"characterized","lzu china",2015,"tju","TJU","LZU-China","TJU",739,13,"739-13","TJU","LZU-China","work"
"characterized biobricks of","eth zürich igem team",2015,"stockholm igem team","Stockholm iGEM team","ETH Zürich iGEM team","Stockholm",273,0,"273-0","Stockholm","ETH_Zurich","work"
"characterized insertion frequency of mismatches","b. subtilis",2015,"dtu denmark","DTU-Denmark","B. subtilis","DTU-Denmark",68,5,"68-5","DTU-Denmark","Bielefeld-CeBiTec","work"
"characterized insertion frequency of oligos with different length","b. subtilis",2015,"dtu denmark","DTU-Denmark","B. subtilis","DTU-Denmark",68,5,"68-5","DTU-Denmark","Bielefeld-CeBiTec","work"
"characterized interaction of bacteria and mammalian cells with","stockholm",2015,"eth zurich","ETH_Zurich","Stockholm","ETH_Zurich",753,5,"753-5","ETH_Zurich","Stockholm","work"
"characterized parts for","bit china",2015,"bnu china","BNU-CHINA","BIT-China","BNU-CHINA",1032,4,"1032-4","BNU-CHINA","BIT-China","work"
"characterized parts for","atoms turkiye",2015,"auc turkey","AUC TURKEY","ATOMS_Turkiye","AUC_TURKEY",661,5,"661-5","AUC_TURKEY","ATOMS-Turkiye","work"
"chatted with","aix marseille",2015,"dundee","Dundee","Aix-Marseille","Dundee",978,6,"978-6","Dundee","Aix-Marseille","meetup"
"chatted with","aalto helsinki",2015,"dundee","Dundee","Aalto-Helsinki","Dundee",978,6,"978-6","Dundee","Aalto-Helsinki","meetup"
"classified discussion with","team hkust",2015,"amoy","Amoy","Team HKUST","Amoy",562,11,"562-11","Amoy","HKUST-Rice","other"
"cloned biobricks together and characterized with QSMs","concordia",2015,"stockholm","Stockholm","Concordia","Stockholm",275,9,"275-9","Stockholm","Concordia","work"
"co-funding of student stipends with","biotechnology and biological sciences research council (bbsrc)",2015,"york","York","Biotechnology and Biological Sciences Research Council (BBSRC)","York",190,1,"190-1","York","BBSRC","other"
"co-funding of student stipends with","the society for applied microbiology (sfam)",2015,"york","York","The Society for Applied Microbiology (SfAM)","York",190,1,"190-1","York","SfAM","other"
"co-funding of student stipends with","the wellcome trust",2015,"york","York","The Wellcome Trust","York",190,1,"190-1","York","Wellcome Trust","other"
"co-organized meetup","university of electronic science and technology of china",2015,"scu china","SCU_China","University of Electronic Science and Technology of China","SCU_China",519,8,"519-8","SCU_China","UESTC_Software","meetup"
"co-organized meetup","bnu",2015,"zju china","ZJU-China","BNU","ZJU-China",457,9,"457-9","ZJU-China","BNU-CHINA","meetup"
"co-organized meetup","university of cambridge",2015,"westminster","Westminster","University of Cambridge","Westminster",231,0,"231-0","Westminster","Cambridge-JIC","meetup"
